0, 405724.85870054935
1.0E7, 402343.50569687097
2.0E7, 396007.233981454
3.0E7, 388951.44975238043
4.0E7, 380890.2997876893
5.0E7, 372038.99154550175
6.0E7, 362759.7974929143
7.0E7, 353205.95970722614
8.0E7, 344109.7109065832
9.0E7, 335616.3206328833
1.0E8, 328387.0915684505
1.1E8, 323191.99999508215
1.2E8, 320151.61619719246
1.3E8, 318391.5041235279
1.4E8, 316925.10076010245
1.5E8, 315493.93011675123
1.6E8, 313794.54738708277
1.7E8, 312281.3712633258
1.8E8, 310586.86647550215
1.9E8, 308826.5961096987
2.0E8, 307034.2389051556
2.1E8, 305259.9635485342
2.2E8, 303496.4837780094
2.3E8, 301656.8300202955
2.4E8, 300016.49703253875
2.5E8, 298438.4240187491
2.6E8, 296925.49906013237
2.7E8, 295724.96018442506
2.8E8, 294858.8373766442
2.9E8, 294183.21546671947
3.0E8, 293577.51303454506
3.1E8, 293099.68504552223
3.2E8, 292590.5101982881
3.3E8, 292088.2888465693
3.4E8, 291715.7855479456
3.5E8, 291412.1026892222
3.6E8, 291152.22977659164
3.7E8, 290959.6569768936
3.8E8, 290682.4491536776
3.9E8, 290461.0646375541
4.0E8, 290225.7394206973
4.1E8, 289850.85027728515
4.2E8, 289397.34812028764
4.3E8, 288947.63405068975
4.4E8, 288577.73009810055
4.5E8, 288213.78739925555
4.6E8, 287864.992232431
4.7E8, 287728.6037061051
4.8E8, 287605.1750802461
4.9E8, 287507.2127042337
5.0E8, 287457.23804544593
5.1E8, 287388.64977629215
5.2E8, 287289.2496068852
5.3E8, 287150.53637651773
5.4E8, 286800.2271132008
5.5E8, 286341.59691281075
5.6E8, 285938.3596133028
5.7E8, 285550.08711568895
5.8E8, 285289.2620517293
5.9E8, 285159.5191263658
6.0E8, 285043.01794984745
6.1E8, 284961.24457935616
6.2E8, 284948.9090353225
6.3E8, 284935.31833373604
6.4E8, 284892.36594597134
6.5E8, 284885.93440917815
6.6E8, 284894.67763641104
6.7E8, 284909.0712709439
6.8E8, 284867.14317098015
6.9E8, 284810.890204821
7.0E8, 284631.9464827039
7.1E8, 284449.593295431
7.2E8, 284251.44523040485
7.3E8, 284096.3869345626
7.4E8, 284013.8601339513
7.5E8, 283978.0103700197
7.6E8, 283955.5325174919
7.7E8, 283921.26520987257
7.8E8, 283931.21032286796
7.9E8, 283953.1279513882
8.0E8, 283944.59827244724
8.1E8, 283920.04289748165
8.2E8, 283923.98058208276
8.3E8, 283879.44060770335
8.4E8, 283846.4015828771
8.5E8, 283856.5776751359
8.6E8, 283920.5653738915
8.7E8, 284000.66264312225
8.8E8, 284106.41669232806
8.9E8, 284231.68109459407
9.0E8, 284402.3087828502
9.1E8, 284550.01097127824
9.2E8, 284731.24676495645
9.3E8, 284941.8816692892
9.4E8, 285144.3563141404
9.5E8, 285366.94467869715
9.6E8, 285551.26386477525
9.7E8, 285725.658815875
9.8E8, 285902.902686042
9.9E8, 286075.4922814055
1.0E9, 286236.2192061436
