0, 405724.85870054935
1.0E7, 402010.48054346
2.0E7, 395770.44449860044
3.0E7, 388853.99685955455
4.0E7, 380769.02033947135
5.0E7, 371929.33899041754
6.0E7, 362629.6993561154
7.0E7, 353169.5186540949
8.0E7, 344024.9445002978
9.0E7, 335538.25089502963
1.0E8, 328277.80705742294
1.1E8, 323109.5671335557
1.2E8, 320048.31176100357
1.3E8, 318370.7560647164
1.4E8, 316886.64206896373
1.5E8, 315453.2808710979
1.6E8, 313761.62134882616
1.7E8, 312260.349550073
1.8E8, 310552.705984265
1.9E8, 308806.12965655816
2.0E8, 307017.92361058836
2.1E8, 305255.8675833702
2.2E8, 303493.89620865486
2.3E8, 301654.1126756355
2.4E8, 300014.4083526366
2.5E8, 298435.0038071273
2.6E8, 296922.53989893285
2.7E8, 295722.9244063211
2.8E8, 294855.403068314
2.9E8, 294159.87058040715
3.0E8, 293556.4501114459
3.1E8, 293097.7489956234
3.2E8, 292589.3798645524
3.3E8, 292073.5815871873
3.4E8, 291714.0200860666
3.5E8, 291410.94484181324
3.6E8, 291150.8192646271
3.7E8, 290958.38812971243
3.8E8, 290681.5350918143
3.9E8, 290459.90517574846
4.0E8, 290225.165346863
4.1E8, 289850.2215222753
4.2E8, 289396.509489214
4.3E8, 288947.1643423088
4.4E8, 288576.96840856614
4.5E8, 288213.0349682739
4.6E8, 287864.90848007536
4.7E8, 287728.3569159788
4.8E8, 287605.0963356241
4.9E8, 287484.2033452661
5.0E8, 287457.1597773846
5.1E8, 287388.3874825044
5.2E8, 287289.1486780825
5.3E8, 287150.41806714074
5.4E8, 286800.0959532125
5.5E8, 286341.46256586746
5.6E8, 285938.2227545287
5.7E8, 285549.96558549436
5.8E8, 285289.07580091554
5.9E8, 285159.4320233892
6.0E8, 285042.9358496531
6.1E8, 284961.1682132722
6.2E8, 284948.83427676663
6.3E8, 284935.24134286935
6.4E8, 284877.25317608856
6.5E8, 284870.4239680958
6.6E8, 284879.1193585912
6.7E8, 284893.4901076115
6.8E8, 284851.1237057177
6.9E8, 284794.75913547305
7.0E8, 284615.79080827435
7.1E8, 284433.1677460239
7.2E8, 284234.88120693184
7.3E8, 284079.97786166734
7.4E8, 283997.48278342676
7.5E8, 283961.223797212
7.6E8, 283938.7219129435
7.7E8, 283905.2325779202
7.8E8, 283915.019829654
7.9E8, 283937.2534479819
8.0E8, 283928.9742947209
8.1E8, 283904.254875155
8.2E8, 283908.1612022911
8.3E8, 283862.34286262625
8.4E8, 283828.04506048874
8.5E8, 283838.52594203356
8.6E8, 283903.21089885815
8.7E8, 283983.65511545737
8.8E8, 284089.8091118606
8.9E8, 284215.31000983133
9.0E8, 284402.2599441893
9.1E8, 284533.2160846704
9.2E8, 284713.37951373897
9.3E8, 284922.82044395845
9.4E8, 285125.2598474435
9.5E8, 285347.8540829483
9.6E8, 285531.90437313105
9.7E8, 285706.23398063553
9.8E8, 285883.50098884024
9.9E8, 286056.0320212738
1.0E9, 286216.7490463485
